Screen_Time_Total,Social_Media_Time,Study_Time_In_Screen,Gaming_Time_Total,Sleep_Time,Study_Time_Offline,Outdoor_Time,Attendance_Percentage,Assignments_Per_Week,Backlogs,Notifications,Games_Installed,GPA,Lecture_Hours,Late_Night_SM,Active_Passive_Ratio,Gender,Residence,Part_Time_Job,Residence_Score,Stress_Level,Mental_Health_Rating,Productivity_Index
8.87,0.54,5.0,2.57,6.01,2.31,2.5,74.8,2,0,69,2,6.78,7.28,0.54,0.36,1,Hostel,1,0.8,8.76,1.15,3.72
4.49,1.07,1.85,1.57,5.59,2.75,2.37,52.97,3,0,122,1,7.61,6.21,1.11,0.1,0,Home,0,1.0,6.98,3.08,2.61
5.38,1.71,1.15,2.51,7.03,2.69,3.05,69.6,1,1,120,3,6.58,2.13,0.95,0.33,1,Hostel,0,0.8,4.08,4.07,2.63
9.85,2.88,3.63,2.82,6.92,3.29,3.95,62.56,3,1,150,4,6.63,7.86,0.38,0.65,1,Home,0,1.0,9.9,1.0,3.26
7.45,2.2,2.63,2.62,6.45,3.57,1.9,76.12,1,0,114,5,10.0,7.71,1.09,0.35,0,PG,0,0.6,6.78,1.49,3.77
6.43,0.0,1.11,2.97,6.75,2.0,2.7,73.32,2,0,97,5,7.05,6.38,1.29,0.58,1,Home,0,1.0,4.84,3.2,2.68
6.16,3.54,1.52,1.11,7.75,2.32,3.09,66.83,2,0,67,2,8.84,7.12,1.22,0.48,0,PG,0,0.6,5.48,3.39,2.35
5.5,2.27,2.64,0.59,6.8,1.67,2.64,82.7,1,3,195,3,8.96,5.78,0.73,0.44,1,Home,0,1.0,7.74,2.25,2.83
3.0,0.0,0.59,2.41,8.14,2.88,3.73,81.01,2,1,76,4,8.11,5.76,0.84,0.1,0,PG,0,0.6,3.26,5.0,2.88
7.09,2.75,2.37,1.97,8.2,2.85,3.17,60.1,2,0,126,2,8.93,6.51,0.89,0.36,1,Home,0,1.0,5.2,3.42,3.03
5.62,0.98,2.7,1.95,6.97,4.25,2.79,78.89,1,0,141,5,6.46,8.0,0.74,0.19,0,Hostel,0,0.8,5.11,3.13,3.79
8.69,4.29,1.69,2.7,5.84,2.37,2.05,57.87,2,0,137,3,8.14,3.86,0.87,0.48,1,PG,0,0.6,7.61,1.06,2.49
4.39,1.12,1.84,1.43,5.32,2.99,1.14,93.18,1,0,71,4,7.61,8.0,0.45,0.51,1,Home,0,1.0,5.94,2.87,3.32
6.84,0.75,2.98,1.08,7.11,5.14,1.05,66.92,2,2,81,3,5.88,7.77,0.88,0.16,0,Home,0,1.0,7.39,1.61,4.18
4.3,2.45,0.15,1.7,8.69,2.53,3.53,59.21,2,0,183,3,8.62,4.47,1.18,0.22,1,Hostel,0,0.8,2.33,5.0,2.32
8.29,0.91,1.52,1.67,6.94,2.84,1.22,55.38,1,0,73,3,7.79,6.47,0.66,0.54,0,PG,0,0.6,3.73,2.69,2.34
8.37,0.0,0.0,2.81,5.04,2.55,1.85,76.09,2,0,104,2,7.49,4.41,0.57,0.74,0,Home,1,1.0,5.3,2.62,2.16
5.62,3.09,0.78,1.12,8.08,3.81,3.27,82.6,2,0,125,3,9.81,5.28,0.94,0.46,0,Hostel,0,0.8,3.68,4.32,3.03
6.51,3.2,1.53,1.78,6.99,2.74,2.83,64.79,2,1,84,5,7.58,8.0,1.44,0.48,0,Hostel,0,0.8,7.75,1.81,2.82
6.88,1.75,3.81,1.32,6.24,3.06,3.55,62.52,1,1,95,3,7.55,5.25,0.0,0.52,1,Home,0,1.0,6.66,2.88,3.45
7.09,4.05,0.44,0.82,6.4,4.71,3.07,72.57,1,0,134,3,7.77,5.16,0.21,0.45,0,Home,0,1.0,4.34,3.64,2.92
7.62,2.44,1.97,0.99,7.46,4.29,2.2,77.08,2,0,166,5,5.21,8.0,1.1,0.44,1,Home,1,1.0,6.06,2.03,3.68
9.78,2.43,0.66,2.98,8.19,3.68,2.36,78.36,1,1,71,3,8.88,4.47,0.17,0.55,1,Home,1,1.0,4.11,2.93,2.89
7.01,2.06,1.75,3.2,7.1,3.23,1.87,80.28,3,0,113,3,6.37,8.0,0.0,0.31,0,Hostel,0,0.8,6.86,1.99,3.11
7.28,3.83,2.06,1.39,7.04,4.24,2.63,63.06,1,1,65,4,7.66,3.8,1.73,0.48,0,Hostel,0,0.8,6.34,2.35,3.31
7.37,0.05,2.51,1.74,7.32,2.21,3.24,76.63,2,0,124,3,7.23,5.43,0.35,0.46,1,Hostel,0,0.8,3.87,3.76,2.87
7.54,5.04,0.62,1.88,6.71,3.82,3.44,79.07,2,0,102,4,5.85,5.11,1.02,0.62,1,Home,0,1.0,6.52,2.63,2.64
8.58,5.81,0.84,1.67,7.63,3.65,2.85,64.78,2,0,50,4,7.41,5.98,1.22,0.64,1,Hostel,0,0.8,6.47,2.09,2.75
3.18,1.15,0.62,1.41,7.21,4.28,0.09,79.1,2,1,162,5,8.83,8.0,1.11,0.51,0,Hostel,0,0.8,5.33,2.52,3.44
4.5,0.95,1.6,1.95,7.5,4.54,3.83,56.72,1,0,106,3,6.24,6.65,0.25,0.5,0,Home,0,1.0,3.23,5.0,3.3
6.79,1.11,3.04,0.9,7.31,3.83,3.22,89.37,2,0,132,4,7.1,6.79,0.9,0.72,0,Hostel,0,0.8,5.23,3.17,4.12
10.99,2.55,2.31,2.44,7.1,2.16,3.75,74.16,2,0,157,2,9.01,8.0,0.63,0.34,0,PG,0,0.6,6.68,1.75,2.69
5.48,2.18,3.2,0.11,7.79,2.52,1.12,59.55,2,0,96,4,5.49,7.82,1.04,0.18,0,Home,0,1.0,5.33,2.7,3.31
5.88,0.0,0.34,0.0,5.28,0.51,3.63,75.64,3,0,149,4,9.68,7.98,1.95,0.55,0,PG,0,0.6,5.89,3.06,1.49
5.4,1.67,1.62,2.1,7.4,3.59,3.84,70.47,1,2,81,2,6.27,5.73,0.58,0.45,1,Home,0,1.0,5.73,3.99,3.0
8.75,2.84,3.03,0.0,7.19,2.23,2.48,66.4,2,0,114,3,8.42,6.36,1.87,0.44,1,Hostel,0,0.8,6.21,2.04,2.93
5.22,1.52,0.17,3.53,8.02,2.12,4.37,72.15,2,0,107,3,5.97,8.0,0.57,0.56,0,Home,0,1.0,4.23,4.73,2.35
6.9,3.68,2.02,0.0,7.15,4.09,2.5,83.83,2,0,109,3,8.07,6.28,0.71,0.35,0,Home,0,1.0,5.42,3.06,3.83
7.81,1.78,2.59,0.85,7.04,2.52,2.45,96.54,3,0,102,4,8.62,7.31,1.67,0.46,1,Hostel,0,0.8,6.83,1.97,3.53
4.59,3.56,0.87,0.17,9.14,3.59,2.7,53.4,2,2,106,1,6.86,5.76,0.0,0.42,0,Hostel,0,0.8,4.14,4.37,2.47
7.07,2.54,1.44,3.09,7.69,1.77,1.61,73.19,2,0,165,6,4.02,3.92,0.0,0.66,1,Home,0,1.0,4.36,2.54,2.1
6.36,1.63,0.0,4.16,7.9,4.11,1.49,68.61,2,0,84,4,5.52,6.78,0.72,0.02,0,Home,1,1.0,4.66,2.98,2.77
9.52,2.19,2.02,2.6,6.77,4.47,3.22,79.06,3,2,90,1,7.49,5.54,1.0,0.36,0,Home,1,1.0,9.42,1.21,3.38
5.13,0.3,2.32,1.87,6.06,5.27,3.71,72.88,1,0,94,5,7.55,8.0,0.38,0.44,0,Hostel,1,0.8,5.7,3.43,4.02
7.59,3.62,1.22,2.75,7.06,3.25,4.62,78.23,1,0,123,2,8.7,3.11,0.17,0.65,1,PG,0,0.6,4.35,4.08,2.87
4.62,0.0,1.3,0.47,7.13,2.31,2.69,93.16,2,0,86,4,5.32,2.44,0.0,0.13,1,Home,0,1.0,1.39,5.0,2.97
3.07,2.32,0.51,0.24,7.6,2.32,4.69,84.52,2,0,50,4,8.29,5.54,0.57,0.0,0,Hostel,1,0.8,3.31,5.0,2.61
6.96,2.17,0.0,3.61,7.2,3.71,3.08,73.06,1,0,94,3,6.36,7.76,0.0,0.34,0,Home,0,1.0,4.14,3.85,2.76
5.52,2.45,2.21,0.33,4.61,4.67,3.74,71.12,2,1,89,2,7.83,6.77,0.78,0.44,0,Hostel,0,0.8,8.72,2.44,3.54
7.79,0.97,0.22,3.66,6.26,2.67,0.97,73.36,1,0,100,4,5.81,3.03,0.95,0.4,1,Hostel,0,0.8,3.61,2.75,2.2
5.89,0.33,1.82,0.0,5.81,2.21,2.57,89.07,3,0,108,4,7.43,7.36,0.68,0.28,1,Home,1,1.0,6.2,2.86,2.91
5.9,2.48,2.53,0.9,6.15,2.82,1.51,76.28,2,0,138,1,6.46,6.97,0.52,0.4,0,Home,0,1.0,6.62,2.59,3.45
9.1,4.56,0.06,4.48,6.68,3.34,2.36,72.82,2,0,105,3,7.03,5.26,0.31,0.23,1,Home,0,1.0,6.75,1.83,2.53
4.51,0.66,0.0,2.26,5.63,3.2,0.79,72.24,1,1,141,4,8.6,5.69,0.19,0.41,1,Hostel,0,0.8,4.61,2.97,2.37
8.18,3.5,0.74,2.82,7.06,2.1,2.97,80.16,2,1,160,3,8.13,4.51,0.0,0.42,1,Hostel,1,0.8,6.54,2.19,2.21
8.78,2.34,1.06,1.87,7.53,4.05,2.02,100.0,3,0,126,3,7.93,7.23,1.18,0.36,1,Hostel,1,0.8,6.32,1.9,3.87
9.66,1.96,4.19,3.23,8.06,3.02,2.26,58.29,3,0,139,3,7.38,7.33,1.2,0.04,1,Hostel,0,0.8,7.87,1.0,3.64
6.2,2.38,1.89,1.93,6.18,4.3,3.49,93.74,1,0,149,3,8.09,7.21,1.03,0.17,1,Hostel,1,0.8,6.56,2.95,4.18
6.34,2.12,2.94,1.28,8.17,5.42,3.04,49.19,2,1,113,3,7.91,5.14,1.14,0.61,0,Hostel,0,0.8,5.7,3.04,4.17
5.42,3.22,1.87,0.33,6.3,3.39,2.45,84.49,3,0,93,3,5.3,7.61,1.07,0.24,0,Home,1,1.0,7.89,2.33,3.25
6.4,1.32,2.6,2.23,8.06,1.62,2.17,72.17,3,1,30,3,8.85,5.43,1.46,0.49,1,Hostel,0,0.8,6.57,2.54,2.49
7.96,1.07,1.11,1.64,7.42,4.4,4.22,77.21,2,0,140,4,6.16,6.1,0.36,0.32,1,Hostel,0,0.8,3.53,3.98,3.73
5.11,0.0,1.88,3.23,6.77,1.52,2.5,75.74,3,0,142,3,7.06,6.13,0.94,0.49,1,PG,0,0.6,6.02,2.9,2.54
3.41,0.74,0.48,2.19,7.09,2.08,2.97,76.57,1,0,153,3,6.23,8.0,1.87,0.41,0,Home,1,1.0,4.54,4.4,2.09
8.82,1.7,1.41,0.34,8.88,2.97,2.81,76.92,1,2,182,2,7.58,6.55,0.46,0.19,1,Hostel,0,0.8,3.34,3.5,2.86
5.86,1.94,0.66,3.26,5.7,4.42,3.03,81.16,2,0,73,2,9.31,6.54,0.99,0.61,0,Hostel,0,0.8,6.8,3.0,2.99
10.22,2.36,5.0,0.45,7.21,4.51,1.18,70.48,2,0,122,6,7.38,5.3,0.62,0.35,0,Hostel,0,0.8,6.54,1.0,4.87
8.84,2.27,3.21,2.6,5.97,3.85,3.74,81.87,3,0,126,4,7.11,4.44,1.0,0.61,0,Hostel,0,0.8,8.36,1.44,3.92
9.4,1.41,1.9,3.89,7.79,3.39,2.04,83.44,2,0,138,4,8.27,8.0,1.57,0.55,1,Hostel,1,0.8,6.79,1.31,3.47
6.52,1.09,3.93,0.52,4.63,1.73,3.52,61.02,3,0,77,2,8.68,4.73,1.27,0.7,1,Home,0,1.0,8.7,2.22,3.31
7.38,3.99,1.91,0.19,8.18,2.05,1.3,50.97,2,1,146,3,8.84,3.7,0.63,0.27,1,Hostel,0,0.8,4.76,2.45,2.09
8.36,2.36,0.81,2.89,5.78,3.17,3.28,84.59,3,2,30,3,9.54,8.0,0.11,0.55,0,Hostel,1,0.8,10.0,1.0,2.66
10.09,0.62,1.54,3.31,5.61,2.92,1.4,70.36,2,0,156,2,6.57,5.55,0.47,0.37,1,Hostel,0,0.8,6.1,1.41,2.87
8.09,1.79,3.35,2.67,6.81,3.83,2.7,70.25,3,1,104,1,6.49,3.29,1.02,0.45,1,Home,0,1.0,7.98,1.96,3.97
4.54,3.43,0.99,0.12,8.33,2.45,2.34,81.77,2,0,118,1,8.48,5.99,1.1,0.28,1,Hostel,1,0.8,4.01,4.38,2.87
8.22,1.35,3.79,3.08,7.53,1.63,0.45,65.16,2,1,122,3,5.61,6.93,0.96,0.32,1,Hostel,0,0.8,7.72,1.0,3.26
6.72,2.47,2.7,1.55,6.88,3.05,1.88,93.22,2,1,192,4,5.06,7.79,1.17,0.69,0,Home,0,1.0,7.99,1.42,3.79
6.57,0.0,2.43,1.75,8.39,1.79,3.01,84.37,1,2,184,5,7.42,4.84,1.18,0.22,0,PG,0,0.6,4.09,3.26,3.36
6.45,1.58,1.39,0.64,7.51,1.72,2.3,69.28,3,0,182,4,6.28,2.0,0.69,0.17,1,Home,1,1.0,3.63,3.55,2.29
7.91,1.6,1.35,0.0,7.02,2.9,1.6,60.83,2,0,72,4,8.47,4.95,0.0,0.53,1,Home,0,1.0,3.13,3.32,2.71
7.0,2.51,4.48,0.0,7.54,4.1,2.28,79.83,2,1,110,4,7.09,8.0,0.79,0.44,1,Home,0,1.0,7.63,1.79,4.77
3.14,1.34,0.68,1.12,6.47,3.01,3.34,74.96,2,3,96,3,6.62,8.0,0.3,0.45,1,Home,0,1.0,7.65,3.33,2.5
5.02,1.98,1.3,1.74,7.63,3.27,1.48,75.29,3,1,63,3,6.57,3.25,1.18,0.14,0,Home,1,1.0,5.84,3.0,3.13
6.94,2.13,1.69,0.0,7.87,5.5,0.84,80.24,1,0,84,3,6.93,6.66,0.36,0.27,0,Hostel,1,0.8,3.15,3.33,4.3
8.82,0.56,2.44,0.36,5.84,3.37,3.81,79.46,3,0,146,3,7.71,7.23,0.3,0.36,0,Hostel,0,0.8,6.22,2.54,3.35
9.24,0.66,0.0,4.18,6.6,1.6,2.66,75.21,3,0,121,2,7.92,8.0,1.12,0.43,1,Hostel,0,0.8,6.37,2.09,1.8
7.84,0.0,0.0,3.0,5.8,3.97,2.38,73.43,1,0,147,4,8.1,2.95,0.37,0.68,0,Hostel,0,0.8,2.78,3.59,2.97
10.67,2.67,4.48,1.49,5.67,2.48,2.52,71.54,1,0,152,2,10.0,8.0,0.39,0.27,1,Home,0,1.0,8.29,1.0,3.6
9.13,1.32,3.67,1.84,8.38,3.18,2.91,93.28,1,1,156,4,6.66,4.57,0.93,0.63,1,Home,0,1.0,4.73,2.77,4.31
6.14,1.6,3.44,0.3,6.07,3.35,2.47,50.76,2,0,116,3,8.76,4.79,0.81,0.4,1,Hostel,0,0.8,6.01,2.72,3.66
9.78,2.42,3.82,0.95,5.69,3.04,3.61,74.09,1,0,197,1,5.78,7.63,0.79,0.55,0,Home,0,1.0,7.56,1.91,3.67
5.3,0.24,3.39,0.0,7.43,3.3,1.77,68.62,2,0,144,4,5.27,5.51,0.22,0.57,0,Home,0,1.0,3.62,3.71,3.96
7.65,3.13,3.09,0.67,6.48,2.78,2.49,88.05,1,0,149,1,7.8,5.84,0.61,0.55,0,Home,0,1.0,5.91,2.88,3.84
8.0,0.0,1.47,1.77,6.9,3.61,2.95,59.11,3,0,95,2,9.0,8.0,0.9,0.66,0,Home,0,1.0,5.46,3.04,2.68
9.16,0.0,2.74,2.75,7.07,2.98,1.48,74.44,2,1,190,3,6.81,6.97,1.03,0.23,0,Hostel,1,0.8,7.0,1.06,3.63
5.7,2.16,0.0,1.25,6.21,1.84,4.83,75.92,2,1,101,3,7.28,5.7,1.1,0.58,0,Home,0,1.0,5.74,4.14,1.69
6.82,3.08,0.91,1.83,6.16,1.98,1.15,93.14,2,0,121,3,7.53,4.55,0.69,0.1,0,Home,1,1.0,6.07,2.26,2.77
11.58,3.13,0.0,0.71,7.45,3.09,1.88,68.99,2,1,82,4,8.53,6.59,0.93,0.5,1,Hostel,0,0.8,4.97,1.58,1.88
8.43,1.45,1.21,1.49,7.69,2.28,1.19,68.72,1,0,137,2,5.91,4.04,0.55,0.52,0,Home,1,1.0,2.71,3.42,2.25
8.08,3.38,1.71,2.98,8.11,2.32,2.03,71.91,3,0,64,3,7.73,6.98,1.18,0.0,1,Hostel,0,0.8,6.7,1.93,2.57
8.36,1.48,2.84,0.96,6.62,2.58,2.67,78.5,3,0,109,4,6.83,6.91,0.22,0.35,1,Hostel,0,0.8,6.42,2.03,3.28
7.9,0.0,1.88,1.47,7.4,5.26,2.73,66.32,1,0,66,2,7.96,2.0,0.93,0.98,0,Home,1,1.0,2.31,4.48,4.01
4.08,1.38,1.43,1.27,8.83,2.67,1.01,68.16,1,0,73,5,6.3,5.63,1.18,0.15,0,Home,0,1.0,1.75,4.54,2.54
4.73,1.35,2.32,1.06,8.18,4.15,1.67,71.81,2,2,172,2,6.67,3.88,1.06,0.56,1,Hostel,0,0.8,5.24,3.21,3.67
5.14,1.71,0.83,2.6,6.8,4.31,2.54,70.83,2,1,84,3,6.62,6.6,0.5,0.43,1,Home,0,1.0,6.06,3.23,3.29
11.16,3.22,4.28,1.41,8.16,2.73,1.58,66.04,2,1,89,3,7.01,8.0,1.19,0.1,0,Home,0,1.0,8.1,1.0,3.84
7.1,3.41,2.28,1.41,7.87,2.43,1.96,64.68,1,0,93,4,8.17,6.72,1.15,0.36,0,Home,0,1.0,4.98,2.81,2.78
11.1,2.12,2.7,4.14,5.17,3.1,1.93,77.7,2,0,125,2,8.22,3.32,0.0,0.09,1,Hostel,0,0.8,7.69,1.0,3.39
5.75,0.43,3.67,0.0,6.85,2.85,3.77,66.6,2,1,96,4,8.67,5.7,0.3,0.72,0,PG,0,0.6,5.65,3.33,3.69
6.41,1.62,3.11,1.68,6.27,3.47,2.49,83.06,3,1,143,2,6.16,2.36,0.72,0.52,0,Home,0,1.0,7.34,2.4,3.87
7.67,1.93,1.71,3.73,6.7,1.23,2.67,90.93,1,1,128,4,5.34,8.0,2.01,0.34,0,Home,0,1.0,7.83,1.69,2.31
4.46,1.49,2.33,0.63,8.15,2.29,1.57,90.48,2,0,133,4,7.95,4.4,1.03,0.74,0,Home,0,1.0,3.35,4.06,3.21
4.84,2.28,1.98,0.59,5.98,3.98,2.2,76.3,2,1,181,4,8.47,5.65,1.5,0.76,0,Home,0,1.0,7.34,2.27,3.7
7.92,1.04,1.87,2.58,6.85,2.25,1.57,73.69,2,0,118,3,7.13,5.19,0.64,1.0,1,Hostel,0,0.8,5.15,2.38,2.62
8.85,1.62,2.02,1.39,6.9,3.43,0.76,74.68,1,0,66,2,7.7,6.57,1.3,0.0,0,Hostel,1,0.8,5.1,2.11,3.27
9.08,5.28,0.9,2.45,6.29,3.02,1.93,66.04,1,0,58,2,8.74,4.65,0.58,0.18,1,Hostel,1,0.8,6.78,1.75,2.67
4.34,1.7,0.41,2.24,6.56,2.84,1.33,90.77,2,1,68,3,6.6,3.98,0.69,0.68,1,Hostel,0,0.8,5.2,3.32,2.55
3.77,2.02,1.42,0.21,7.91,2.96,2.39,87.26,1,0,139,2,6.83,6.09,0.95,0.34,0,Hostel,1,0.8,3.1,4.83,3.35
5.28,2.53,1.67,1.08,5.92,0.69,3.12,56.35,2,2,111,3,7.07,6.2,0.63,0.51,1,Home,0,1.0,8.24,2.35,1.56
6.05,1.0,3.41,1.64,7.21,2.84,2.11,85.35,2,0,78,1,8.67,6.85,0.97,0.76,1,Hostel,0,0.8,5.97,3.12,3.84
8.54,1.92,2.6,4.03,5.28,2.99,0.72,82.39,2,0,93,5,8.47,2.76,1.49,0.57,0,Home,0,1.0,8.05,1.0,3.55
6.93,3.64,2.04,1.25,6.15,2.36,2.11,75.67,2,1,139,4,5.77,6.46,0.82,0.38,1,PG,0,0.6,8.15,1.19,2.89
5.01,1.85,0.82,2.35,8.89,1.32,2.48,78.4,3,0,79,3,9.73,5.65,0.32,0.59,0,Home,0,1.0,3.4,4.47,1.89
8.74,2.22,0.65,1.87,8.19,1.38,1.84,68.15,2,2,147,3,9.38,7.54,0.63,0.74,1,Home,0,1.0,5.93,1.98,1.55
6.02,4.07,1.21,0.75,5.82,3.34,3.35,82.84,3,0,135,3,6.07,5.19,0.49,0.24,0,Hostel,0,0.8,7.11,2.68,2.89
9.38,2.84,3.85,1.12,7.43,4.83,2.22,85.41,2,1,129,3,8.41,6.44,0.39,0.51,1,Hostel,0,0.8,7.41,1.28,4.71
7.78,3.61,0.84,1.33,7.64,2.03,2.99,83.35,1,2,75,4,6.91,2.07,0.99,0.31,0,PG,0,0.6,4.8,3.0,2.53
8.01,3.36,0.0,3.33,7.48,3.13,0.54,77.78,3,0,101,4,7.42,2.28,0.38,0.48,1,Home,0,1.0,4.62,2.21,2.19
5.57,2.26,0.9,2.41,7.58,3.15,3.73,63.74,2,2,170,2,9.2,8.0,1.01,0.68,1,Hostel,0,0.8,7.32,2.87,2.71
10.01,3.94,0.0,3.53,6.49,5.06,1.68,81.12,2,0,146,3,6.29,8.0,0.79,0.26,1,Hostel,0,0.8,7.11,1.0,3.15
9.17,2.58,0.0,2.47,7.95,4.35,2.53,59.74,2,0,73,4,4.93,2.0,1.71,0.14,1,PG,1,0.6,3.43,3.0,2.57
8.14,4.53,0.51,3.1,6.35,1.61,0.5,73.55,1,1,136,3,7.98,4.63,1.84,0.6,0,Home,0,1.0,7.57,1.0,1.67
8.74,1.75,2.13,0.03,7.92,3.69,2.77,88.77,3,0,99,4,9.05,4.97,1.4,0.33,1,Home,0,1.0,4.32,3.09,4.0
7.79,4.73,1.8,0.0,7.08,3.43,1.08,47.0,3,1,138,3,5.68,4.7,0.6,0.05,1,Hostel,1,0.8,7.65,1.0,2.33
9.51,2.44,1.7,3.05,7.26,4.34,2.89,75.11,2,1,120,3,7.55,3.28,0.65,0.2,1,Home,0,1.0,5.89,2.3,3.18
6.8,0.3,3.49,2.49,7.15,0.91,2.17,67.32,1,1,122,3,5.69,7.27,1.73,0.5,1,Hostel,0,0.8,6.71,2.17,2.89
6.68,1.09,2.26,3.33,7.24,2.76,1.33,79.76,1,0,128,4,9.0,6.56,1.03,0.19,1,Home,0,1.0,5.0,2.64,3.48
4.57,0.81,0.09,3.67,8.29,5.42,1.39,72.72,1,0,85,3,9.05,6.42,0.94,0.26,1,Hostel,1,0.8,2.87,4.24,3.19
6.4,3.49,1.25,1.65,7.4,4.24,2.47,83.29,2,0,109,2,7.57,3.28,0.85,0.08,1,Home,0,1.0,4.43,3.77,3.24
4.85,2.42,0.89,1.54,6.12,3.36,2.98,96.74,2,0,116,2,5.29,6.85,0.32,0.0,0,Home,0,1.0,5.55,3.89,3.56
8.19,2.31,2.16,3.01,8.11,4.73,1.87,69.51,1,0,156,4,7.7,7.76,1.35,0.29,0,Home,0,1.0,5.18,2.3,3.7
5.06,2.16,0.64,2.09,5.38,4.84,2.47,74.71,3,1,84,3,7.99,3.93,0.67,0.39,0,PG,0,0.6,7.45,2.38,3.17
5.19,0.27,2.5,1.76,6.41,5.32,2.56,81.77,3,1,97,1,6.28,4.63,1.54,0.21,0,Home,1,1.0,7.51,2.89,4.57
8.62,0.86,1.13,1.22,7.26,1.83,0.58,64.86,2,1,163,3,9.59,5.72,0.65,0.66,0,Home,0,1.0,4.5,2.1,2.16
7.89,2.39,1.56,3.37,6.19,2.75,1.76,71.54,3,0,126,2,8.9,4.16,1.31,0.4,0,Hostel,1,0.8,7.95,1.33,2.41
8.01,2.25,4.83,0.93,7.25,3.81,3.67,81.0,1,1,90,4,6.44,8.0,0.64,0.03,0,Hostel,0,0.8,7.48,2.08,4.79
6.24,0.78,1.14,4.31,8.08,4.15,1.02,66.71,2,2,49,5,5.81,5.34,0.31,0.23,1,PG,0,0.6,5.77,2.0,2.94
8.62,2.16,1.38,2.95,6.89,3.18,3.83,66.22,1,1,119,3,7.31,6.69,0.91,0.19,1,PG,0,0.6,6.17,2.51,2.93
7.9,4.07,0.0,3.43,5.9,4.05,3.09,76.44,2,3,137,4,6.23,4.83,1.55,0.18,0,Hostel,1,0.8,10.0,1.0,2.8
7.11,2.22,2.65,2.24,6.78,2.14,2.4,91.83,2,0,128,3,6.5,7.68,0.79,0.19,1,Home,0,1.0,6.89,2.3,3.31
6.07,1.81,1.22,2.07,8.1,2.64,2.08,60.07,2,0,209,3,7.27,8.0,1.38,0.4,0,PG,0,0.6,4.68,2.91,2.55
5.51,1.3,2.26,1.95,9.28,1.65,1.57,82.06,2,2,177,3,7.34,7.31,0.02,0.3,0,Home,0,1.0,4.95,3.1,2.99
4.9,1.81,2.26,0.83,8.32,2.98,2.73,75.95,2,0,130,2,7.5,4.57,0.48,0.73,0,Hostel,1,0.8,3.7,4.39,3.49
9.36,1.99,1.96,3.77,9.06,1.05,2.03,67.5,2,2,145,1,8.38,8.0,0.55,0.5,1,Hostel,0,0.8,6.82,1.68,2.07
7.76,1.67,1.44,1.28,5.59,4.33,2.4,55.97,2,1,89,3,8.6,5.14,1.43,0.38,0,Hostel,1,0.8,7.53,1.68,2.79
9.33,1.42,1.78,4.48,6.94,3.83,3.91,71.21,2,2,146,3,8.43,7.62,0.75,0.25,1,Home,0,1.0,8.74,1.41,2.85
4.98,0.01,0.0,3.26,7.59,4.93,1.92,72.94,2,1,147,4,5.69,4.26,1.38,0.32,1,Hostel,0,0.8,3.71,3.69,3.41
9.52,3.83,4.19,0.99,7.88,3.03,1.96,66.75,3,0,154,2,7.54,3.71,0.51,0.31,1,Home,0,1.0,6.7,1.62,3.66
5.45,1.21,3.74,0.11,6.54,3.34,5.01,82.06,3,1,140,3,9.61,3.43,1.47,0.6,1,Home,0,1.0,7.21,3.55,4.23
7.22,2.02,0.0,2.13,7.7,4.67,4.14,64.46,2,0,153,3,9.04,6.23,0.93,0.39,1,Home,0,1.0,3.62,4.29,2.89
10.17,4.89,1.32,0.79,8.03,3.57,2.24,81.8,2,0,129,2,7.61,4.17,0.03,0.09,0,Home,0,1.0,4.11,2.83,3.3
9.95,2.89,1.05,1.06,6.88,2.62,1.64,48.43,2,0,81,2,6.32,6.39,0.6,0.55,0,Hostel,0,0.8,5.1,2.06,2.25
6.34,1.53,1.43,2.55,6.4,3.68,2.25,90.47,3,0,129,3,6.88,5.46,0.05,0.54,0,Home,0,1.0,6.02,2.81,3.41
5.8,4.14,0.0,1.33,6.19,2.32,2.35,73.77,1,0,120,4,9.72,4.09,0.17,0.3,1,Hostel,0,0.8,4.16,3.52,1.82
10.24,1.74,3.87,2.51,6.28,3.43,3.59,72.14,2,0,126,2,8.01,8.0,2.06,0.12,1,PG,0,0.6,8.8,1.0,3.95
9.55,2.31,1.61,1.73,7.31,2.99,3.61,87.91,2,0,62,2,5.69,6.07,1.28,0.55,1,Home,0,1.0,5.3,3.16,3.23
6.11,1.0,2.63,2.48,7.3,4.35,3.27,78.3,3,0,110,4,5.41,3.91,0.23,0.45,1,Home,1,1.0,5.71,3.26,3.93
6.56,0.0,1.07,1.58,8.34,2.98,2.33,71.68,1,3,109,2,6.69,4.92,1.26,0.24,1,PG,1,0.6,4.68,3.28,2.88
7.98,2.61,2.58,2.41,7.04,2.15,1.78,68.39,2,1,86,2,7.57,7.31,0.54,0.35,1,Home,0,1.0,7.7,1.62,2.71
3.84,1.04,1.12,1.69,7.13,3.29,2.24,100.0,2,1,74,2,5.85,4.54,1.27,0.57,1,Home,1,1.0,5.39,4.01,3.54
6.12,1.35,0.88,0.67,8.94,3.54,2.82,67.66,3,0,105,4,5.42,6.17,1.06,0.23,1,Home,0,1.0,2.67,4.42,2.64
6.74,2.55,1.86,0.0,7.12,2.08,2.66,57.42,2,0,187,4,7.93,6.52,0.28,0.45,0,Home,1,1.0,5.04,2.94,2.36
10.22,2.3,1.73,1.4,6.85,2.65,4.28,78.07,1,0,107,3,7.23,5.35,1.34,0.52,0,Home,1,1.0,5.17,3.04,3.18
